Id;Ryhmät;Ryhmät_eng;Ryhmät_tiet;SUOMI;RUOTSI;LYHENNE;TIETEELLINEN;KATEGORIA;ENGLANTI;Ryhmät_ruo;
517;Tikat;Woodpeckers;Picidae;Pohjantikka;Tretåig hackspett;PICTRI;Picoides tridactylus;A;Three-toed Woodpecker;Hackspettar;
518;Tikat;Woodpeckers;Picidae;Keskikokoinen tikka;Medelstor hackspett;KT;Keskikokoinen tikka;S;Medium sized Woodpecker;Hackspettar;
519;Kiurut;Larks;Alaudidae;Isokiurulaji;Melanocorypha (släktet);MELHASP;Melanocorypha sp;S;Melanocorypha (genus);Lärkor;
520;Kiurut;Larks;Alaudidae;Arokiuru;Kalanderlärka;MELCAL;Melanocorypha calandra;A;Calandra Lark;Lärkor;
521;Kiurut;Larks;Alaudidae;Arokiuru / ylänkökiuru;Kalanderlärka / asiatisk kalanderlärka;MELCAL/MELBIM;Melanocorypha calandra/bimaculata;S;Calandra / Bimaculated Lark;Lärkor;
522;Kiurut;Larks;Alaudidae;Ylänkökiuru;Asiatisk kalanderlärka;MELBIM;Melanocorypha bimaculata;A;Bimaculated Lark;Lärkor;
523;Kiurut;Larks;Alaudidae;Valkosiipikiuru;Vitvingad lärka;MELLEU;Melanocorypha leucoptera;A;White-winged Lark;Lärkor;
524;Kiurut;Larks;Alaudidae;Mustakiuru;Svartlärka;MELYEL;Melanocorypha yeltoniensis;A;Black Lark;Lärkor;
525;Kiurut;Larks;Alaudidae;Hietakiurulaji;Calandrella (släktet);CALANSP;Calandrella sp;S;Calandrella (genus);Lärkor;
526;Kiurut;Larks;Alaudidae;Lyhytvarvaskiuru;Korttålärka;CALBRA;Calandrella brachydactyla;A;Greater Short-toed Lark;Lärkor;
527;Kiurut;Larks;Alaudidae;Pikkukiuru;Dvärglärka;CALENS;Calandrella rufescens;A;Lesser Short-toed Lark;Lärkor;
528;Kiurut;Larks;Alaudidae;Töyhtökiurulaji;Galerida (släktet);GALERSP;Galerida sp;S;Galerida (genus);Lärkor;
529;Kiurut;Larks;Alaudidae;Töyhtökiuru;Tofslärka;GALCRI;Galerida cristata;A;Crested Lark;Lärkor;
530;Kiurut;Larks;Alaudidae;Kangaskiuru;Trädlärka;LULARB;Lullula arborea;A;Woodlark;Lärkor;
531;Kiurut;Larks;Alaudidae;Kiurulaji (Alauda);Alauda (släktet);ALASP;Alauda sp;S;Alauda (genus);Lärkor;
532;Kiurut;Larks;Alaudidae;Kiuru;Sånglärka;ALAARV;Alauda arvensis;A;Eurasian Skylark;Lärkor;
533;Kiurut;Larks;Alaudidae;Tunturikiuru;Berglärka;EREALP;Eremophila alpestris;A;Shorelark;Lärkor;
534;Pääskyt;Swallows, Martins;Hirundinidae;Törmäpääsky;Backsvala;RIPRIP;Riparia riparia;A;Sand Martin;Svalor;
535;Pääskyt;Swallows, Martins;Hirundinidae;Kalliopääsky;Klippsvala;PTYRUP;Ptyonoprogne rupestris;A;Eurasian Crag Martin;Svalor;
536;Pääskyt;Swallows, Martins;Hirundinidae;Haarapääskylaji;Hirundo (släktet);HIRSP;Hirundo sp;S;Hirundo (genus);Svalor;
537;Pääskyt;Swallows, Martins;Hirundinidae;Haarapääsky;Ladusvala;HIRRUS;Hirundo rustica;A;Barn Swallow;Svalor;
538;Pääskyt;Swallows, Martins;Hirundinidae;Haarapääsky / räystäspääsky;Ladusvala / hussvala;HIRRUS/DELURB;Hirundo rustica/Delichon urbicum;S;Barn Swallow / House Martin;Svalor;
539;Pääskyt;Swallows, Martins;Hirundinidae;Haarapääsky X räystäspääsky;Ladusvala X hussvala;HIRRUSXDELURB;Hirundo rustica x Delichon urbicum;X;Barn Swallow X House Martin;Svalor;
540;Pääskyt;Swallows, Martins;Hirundinidae;Ruostepääsky;Rostgumpsvala;CECDAU;Cecropis daurica;A;Red-rumped Swallow;Svalor;
541;Pääskyt;Swallows, Martins;Hirundinidae;Räystäspääsky;Hussvala;DELURB;Delichon urbicum;A;Northern House Martin;Svalor;
542;Pääskyt;Swallows, Martins;Hirundinidae;Pääsky;Ob. svala;RIP/HIR/DEL;Riparia/Hirundo/Delichon;S;Swallow;Svalor;
543;Västäräkit;Wagtails, Pipits;Motacillidae;Kirvislaji;Anthus (släktet);ANTSP;Anthus sp;S;Anthus (genus);Ärlor, piplärkor;
544;Västäräkit;Wagtails, Pipits;Motacillidae;Isokirvinen;Större piplärka;ANTRIC;Anthus richardi;A;Richard's Pipit;Ärlor, piplärkor;
545;Västäräkit;Wagtails, Pipits;Motacillidae;Isokirvinen / mongoliankirvinen;Större piplärka / mongolpiplärka;ANTRIC/ANTGOD;Anthus richardi/godlewskii;S;Richard's / Blyth's Pipit;Ärlor, piplärkor;
546;Västäräkit;Wagtails, Pipits;Motacillidae;Isokirvinen / mongoliankirvinen / nummikirvinen;Större piplärka / mongolpiplärka / fältpiplärka;ANTRIC/ANTGOD/ANTCAM;Anthus richardi/godlewskii/campestris;S;Richard's / Blyth's / Tawny Pipit;Ärlor, piplärkor;
547;Västäräkit;Wagtails, Pipits;Motacillidae;Mongoliankirvinen;Mongolpiplärka;ANTGOD;Anthus godlewskii;A;Blyth's Pipit;Ärlor, piplärkor;
548;Västäräkit;Wagtails, Pipits;Motacillidae;Nummikirvinen;Fältpiplärka;ANTCAM;Anthus campestris;A;Tawny Pipit;Ärlor, piplärkor;
549;Västäräkit;Wagtails, Pipits;Motacillidae;Taigakirvinen;Sibirisk piplärka;ANTHOD;Anthus hodgsoni;A;Olive-backed Pipit;Ärlor, piplärkor;
550;Västäräkit;Wagtails, Pipits;Motacillidae;Taigakirvinen / metsäkirvinen;Sibirisk piplärka / trädpiplärka;ANTHOD/ANTTRI;Anthus hodgsoni/trivialis;S;Olive-backed / Tree Pipit;Ärlor, piplärkor;
551;Västäräkit;Wagtails, Pipits;Motacillidae;Metsäkirvinen;Trädpiplärka;ANTTRI;Anthus trivialis;A;Tree Pipit;Ärlor, piplärkor;
552;Västäräkit;Wagtails, Pipits;Motacillidae;Tundrakirvinen;Tundrapiplärka;ANTGUS;Anthus gustavi;A;Pechora Pipit;Ärlor, piplärkor;
553;Västäräkit;Wagtails, Pipits;Motacillidae;Niittykirvinen;ängspiplärka;ANTPRA;Anthus pratensis;A;Meadow Pipit;Ärlor, piplärkor;
554;Västäräkit;Wagtails, Pipits;Motacillidae;Lapinkirvinen;Rödstrupig piplärka;ANTCER;Anthus cervinus;A;Red-throated Pipit;Ärlor, piplärkor;
555;Västäräkit;Wagtails, Pipits;Motacillidae;Vuorikirvinen / luotokirvinen;Vattenpiplärka / skärpiplärka;ANTSPI/ANTPET;Anthus spinoletta/petrosus;S;Water / Rock Pipit;Ärlor, piplärkor;
556;Västäräkit;Wagtails, Pipits;Motacillidae;Luotokirvinen;Skärpiplärka;ANTPET;Anthus petrosus;A;Rock Pipit;Ärlor, piplärkor;
557;Västäräkit;Wagtails, Pipits;Motacillidae;Västäräkkilaji;Motacilla (släktet);MOTSP;Motacilla sp;S;Motacilla (genus);Ärlor, piplärkor;
558;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki;Gulärla;MOTFLA;Motacilla flava;A;Yellow Wagtail;Ärlor, piplärkor;
559;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji flava);Gulärla (rasen flava);MOTFLAAVA;Motacilla flava flava;R;Yellow Wagtail (subspecies flava);Ärlor, piplärkor;
560;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji flavissima);Gulärla (rasen flavissima);MOTFLAIMA;Motacilla flava flavissima;R;Yellow Wagtail (subspecies flavissima);Ärlor, piplärkor;
561;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji thunbergi);Gulärla (rasen thunbergi);MOTFLATHU;Motacilla flava thunbergi;R;Yellow Wagtail (subspecies thunbergi);Ärlor, piplärkor;
562;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji beema);Gulärla (rasen beema);MOTFLABEE;Motacilla flava beema;R;Yellow Wagtail (subspecies beema);Ärlor, piplärkor;
563;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji lutea);Gulärla (rasen lutea);MOTFLALUT;Motacilla flava lutea;R;Yellow Wagtail (subspecies lutea);Ärlor, piplärkor;
564;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji feldegg);Gulärla (rasen feldegg);MOTFLAFEL;Motacilla flava feldegg;R;Yellow Wagtail (subspecies feldegg);Ärlor, piplärkor;
565;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki / sitruunavästäräkki;Gulärla / citronärla;MOTFLA/MOTCIT;Motacilla flava/citreola;S;Yellow / Citrine Wagtail;Ärlor, piplärkor;
566;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki (alalaji flavissima) / keltavästäräkki (alalaji lutea);Gulärla (rasen flavissima) / gulärla (rasen lutea);MOTFLAIMA/MOTFLALUT;Motacilla flava flavissima/lutea;S;Yellow Wagtail (subspecies flavissima / lutea);Ärlor, piplärkor;
567;Västäräkit;Wagtails, Pipits;Motacillidae;Keltavästäräkki X sitruunavästäräkki;Gulärla X citronärla;MOTFLAXMOTCIT;Motacilla flava x citreola;X;Yellow X Citrine Wagtail;Ärlor, piplärkor;
568;Västäräkit;Wagtails, Pipits;Motacillidae;Sitruunavästäräkki;Citronärla;MOTCIT;Motacilla citreola;A;Citrine Wagtail;Ärlor, piplärkor;
569;Västäräkit;Wagtails, Pipits;Motacillidae;Virtavästäräkki;Forsärla;MOTCIN;Motacilla cinerea;A;Grey Wagtail;Ärlor, piplärkor;
570;Västäräkit;Wagtails, Pipits;Motacillidae;Västäräkki;Sädesärla;MOTALB;Motacilla alba;A;White Wagtail;Ärlor, piplärkor;
571;Västäräkit;Wagtails, Pipits;Motacillidae;Englanninvästäräkki;Sädesärla (rasen yarrellii);MOTALBYAR;Motacilla alba yarrellii;R;White Wagtail (subspecies yarrellii);Ärlor, piplärkor;
572;Västäräkit;Wagtails, Pipits;Motacillidae;Västäräkki (alalaji alba);Sädesärla (rasen alba);MOTALBALB;Motacilla alba alba;R;White Wagtail (subspecies alba);Ärlor, piplärkor;
573;Västäräkit;Wagtails, Pipits;Motacillidae;Västäräkkiristeymä;ärlehybrid;XMOT;x Motacilla;X;Hybrid Wagtail;Ärlor, piplärkor;
574;Tilhet;Waxwings;Bombycillidae;Tilhi;Sidensvans;BOMGAR;Bombycilla garrulus;A;Bohemian Waxwing;Sidensvansar;
575;Koskikarat;Dippers;Cinclidae;Koskikara;Strömstare;CINCIN;Cinclus cinclus;A;White-throated Dipper;Strömstatar;
576;Peukaloiset;Wrens;Troglodytidae;Peukaloinen;Gärdsmyg;TROTRO;Troglodytes troglodytes;A;Winter Wren;Gärdsmygar;
577;Rautiaiset;Accentors;Prunellidae;Rautiaislaji;Prunella (släktet);PRUSP;Prunella sp;S;Prunella (genus);Järnsparvar;
578;Rautiaiset;Accentors;Prunellidae;Rautiainen;Järnsparv;PRUMOD;Prunella modularis;A;Dunnock;Järnsparvar;
579;Rautiaiset;Accentors;Prunellidae;Taigarautiainen;Sibirisk järnsparv;PRUMON;Prunella montanella;A;Siberian Accentor;Järnsparvar;
580;Rautiaiset;Accentors;Prunellidae;Mustakurkkurautiainen;Svartstrupig järnsparv;PRUATR;Prunella atrogularis;A;Black-throated Accentor;Järnsparvar;
581;Rautiaiset;Accentors;Prunellidae;Alppirautiainen;Alpjärnsparv;PRUCOL;Prunella collaris;A;Alpine Accentor;Järnsparvar;
582;Rastaat;Thrushes, Chats;Turdidae;Ruostepyrstö;Trädnäktergal;CERGAL;Cercotrichas galactotes;A;Rufous-tailed Scrub Robin;Trastfåglar;
583;Rastaat;Thrushes, Chats;Turdidae;Punarinta;Rödhake;ERIRUB;Erithacus rubecula;A;European Robin;Trastfåglar;
584;Rastaat;Thrushes, Chats;Turdidae;Satakielilaji;Luscinia (släktet);LUSSP;Luscinia sp;S;Luscinia (genus);Trastfåglar;
585;Rastaat;Thrushes, Chats;Turdidae;Satakieli;Näktergal;LUSLUS;Luscinia luscinia;A;Thrush Nightingale;Trastfåglar;
586;Rastaat;Thrushes, Chats;Turdidae;Satakieli / etelänsatakieli;Näktergal / sydnäktergal;LUSLUS/LUSMEG;Luscinia luscinia/megarhynchos;S;Thrush / Common Nightingale;Trastfåglar;
587;Rastaat;Thrushes, Chats;Turdidae;Etelänsatakieli;Sydnäktergal;LUSMEG;Luscinia megarhynchos;A;Common Nightingale;Trastfåglar;
588;Rastaat;Thrushes, Chats;Turdidae;Rubiinisatakieli;Rubinnäktergal;LUSCAL;Luscinia calliope;A;Siberian Rubythroat;Trastfåglar;
589;Rastaat;Thrushes, Chats;Turdidae;Sinirinta;Blåhake;LUSSVE;Luscinia svecica;A;Bluethroat;Trastfåglar;
590;Rastaat;Thrushes, Chats;Turdidae;Valkotäpläsinirinta;Blåhake (rasen cyanecula);LUSSVECYA;Luscinia svecica cyanecula;R;Bluethroat (subspecies cyanecula);Trastfåglar;
591;Rastaat;Thrushes, Chats;Turdidae;Sinirinta (alalaji svecica);Blåhake (rasen svecica);LUSSVESVE;Luscinia svecica svecica;R;Bluethroat (subspecies svecica);Trastfåglar;
592;Rastaat;Thrushes, Chats;Turdidae;Sinipyrstö;Blåstjärt;TARCYA;Tarsiger cyanurus;A;Red-flanked Bluetail;Trastfåglar;
593;Rastaat;Thrushes, Chats;Turdidae;Leppälintulaji;Phoenicurus (släktet);PHOSP;Phoenicurus sp;S;Phoenicurus (genus);Trastfåglar;
594;Rastaat;Thrushes, Chats;Turdidae;Mustaleppälintu;Svart rödstjärt;PHOOCH;Phoenicurus ochruros;A;Black Redstart;Trastfåglar;
595;Rastaat;Thrushes, Chats;Turdidae;Mustaleppälintu / leppälintu;Svart rödstjärt / rödstjärt;PHOOCH/PHOPHO;Phoenicurus ochruros/phoenicurus;S;Black / Common Redstart;Trastfåglar;
596;Rastaat;Thrushes, Chats;Turdidae;Mustaleppälintu X leppälintu;Svart rödstjärt X rödstjärt;PHOOCHXPHOPHO;Phoenicurus ochruros x phoenicurus;X;Black X Common Redstart;Trastfåglar;
597;Rastaat;Thrushes, Chats;Turdidae;Leppälintu;Rödstjärt;PHOPHO;Phoenicurus phoenicurus;A;Common Redstart;Trastfåglar;
598;Rastaat;Thrushes, Chats;Turdidae;Leppälintu (alalaji phoenicurus);Rödstjärt (rasen phoenicurus);PHOPHOPHO;Phoenicurus phoenicurus phoenicurus;R;Common Redstart (subspecies phoenicurus);Trastfåglar;
599;Rastaat;Thrushes, Chats;Turdidae;Leppälintu (alalaji samamisicus);Rödstjärt (rasen samamisicus);PHOPHOSAM;Phoenicurus phoenicurus samamisicus;R;Common Redstart (subspecies samamisicus);Trastfåglar;
600;Rastaat;Thrushes, Chats;Turdidae;Vuorileppälintu;Bergrödstjärt;PHORUS;Phoenicurus erythrogastrus;E;Güldenstadt's Redstart;Trastfåglar;
601;Rastaat;Thrushes, Chats;Turdidae;Pensastasku;Buskskvätta;SAXRUB;Saxicola rubetra;A;Whinchat;Trastfåglar;
602;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku;Svarthakad buskskvätta;SAXTOR;Saxicola torquatus;A;Eurasian Stonechat;Trastfåglar;
603;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji hibernans);Svarthakad buskskvätta (rasen hibernans);SAXTORHIB;Saxicola torquatus hibernans;R;Eurasian Stonechat (subspecies hibernans);Trastfåglar;
604;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji rubicola);Svarthakad buskskvätta (rasen rubicola);SAXTORRUB;Saxicola torquatus rubicola;R;Eurasian Stonechat (subspecies rubicola);Trastfåglar;
605;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji maurus);Svarthakad buskskvätta (rasen maurus);SAXTORMAU;Saxicola torquatus maurus;R;Siberian Stonechat (subspecies maurus);Trastfåglar;
606;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji stejnegeri);Svarthakad buskskvätta (rasen stejnegeri);SAXTORSTE;Saxicola torquatus stejnegeri;R;Siberian Stonechat (subspecies stejnegeri);Trastfåglar;
607;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji hibernans) / mustapäätasku (alalaji rubicola);Svarthakad buskskvätta (rasen hibernans) / svarthakad buskskvätta (rasen rubicola);SAXTORHIB/SAXTORRUB;Saxicola torquatus hibernans/rubicola;S;Eurasian Stonechat (subspecies hibernans/rubicola);Trastfåglar;
608;Rastaat;Thrushes, Chats;Turdidae;Mustapäätasku (alalaji maurus) / mustapäätasku (alalaji stejnegeri);Svarthakad buskskvätta (rasen maurus) / svarthakad buskskvätta (rasen stejnegeri);SAXTORMAU/SAXTORSTE;Saxicola torquatus maurus/stejnegeri;S;Siberian Stonechat (subspecies maurus/stejnegeri);Trastfåglar;
609;Rastaat;Thrushes, Chats;Turdidae;Nokitasku;Svart buskskvätta;SAXCAP;Saxicola caprata;A;Pied Bushchat;Trastfåglar;
610;Rastaat;Thrushes, Chats;Turdidae;Kivitaskulaji;Oenanthe (släktet);OENSP;Oenanthe sp;S;Oenanthe (genus);Trastfåglar;
611;Rastaat;Thrushes, Chats;Turdidae;Arotasku;Isabellastenskvätta;OENISA;Oenanthe isabellina;A;Isabelline Wheatear;Trastfåglar;
612;Rastaat;Thrushes, Chats;Turdidae;Kivitasku;Stenskvätta;OENOEN;Oenanthe oenanthe;A;Northern Wheatear;Trastfåglar;
613;Rastaat;Thrushes, Chats;Turdidae;Nunnatasku;Nunnestenskvätta;OENPLE;Oenanthe pleschanka;A;Pied Wheatear;Trastfåglar;
614;Rastaat;Thrushes, Chats;Turdidae;Nunnatasku / rusotasku;Nunnestenskvätta / medelhavsstenskvätta;OENPLE/OENHIS;Oenanthe pleschanka/hispanica;S;Pied / Black-eared Wheatear;Trastfåglar;
615;Rastaat;Thrushes, Chats;Turdidae;Rusotasku;Medelhavsstenskvätta;OENHIS;Oenanthe hispanica;A;Black-eared Wheatear;Trastfåglar;
616;Rastaat;Thrushes, Chats;Turdidae;Rusotasku (alalaji hispanica);Medelhavsstenskvätta (rasen hispanica);OENHISHIS;Oenanthe hispanica hispanica;R;Black-eared Wheatear (subspecies hispanica);Trastfåglar;
617;Rastaat;Thrushes, Chats;Turdidae;Rusotasku (alalaji melanoleuca);Medelhavsstenskvätta (rasen melanoleuca);OENHISMEL;Oenanthe hispanica melanoleuca;R;Black-eared Wheatear (subspecies melanoleuca);Trastfåglar;
618;Rastaat;Thrushes, Chats;Turdidae;Aavikkotasku;ökenstenskvätta;OENDES;Oenanthe deserti;A;Desert Wheatear;Trastfåglar;
619;Rastaat;Thrushes, Chats;Turdidae;Kivikkorastaslaji;Monticola (släktet);MONSP;Monticola sp;S;Monticola (genus);Trastfåglar;
620;Rastaat;Thrushes, Chats;Turdidae;Kivikkorastas;Stentrast;MONSAX;Monticola saxatilis;A;Rufous-tailed Rock Thrush;Trastfåglar;
621;Rastaat;Thrushes, Chats;Turdidae;Sinirastas;Blåtrast;MONSOL;Monticola solitarius;A;Blue Rock Thrush;Trastfåglar;
622;Rastaat;Thrushes, Chats;Turdidae;Kirjorastas;Guldtrast;ZOODAU;Zoothera dauma;A;White's Thrush;Trastfåglar;
623;Rastaat;Thrushes, Chats;Turdidae;Amerikanrastaslaji;Catharus (släktet);CATHASP;Catharus sp;S;Catharus (genus);Trastfåglar;
624;Rastaat;Thrushes, Chats;Turdidae;Korpirastas;Beigekindad skogstrast;CATUST;Catharus ustulatus;A;Swainson's Thrush;Trastfåglar;
625;Rastaat;Thrushes, Chats;Turdidae;Turdus (suku);Turdus (släktet);TURSP;Turdus sp;S;Turdus (genus);Trastfåglar;
626;Rastaat;Thrushes, Chats;Turdidae;Sepelrastas;Ringtrast;TURTOR;Turdus torquatus;A;Ring Ouzel;Trastfåglar;
627;Rastaat;Thrushes, Chats;Turdidae;Mustarastas;Koltrast;TURMER;Turdus merula;A;Common Blackbird;Trastfåglar;
628;Rastaat;Thrushes, Chats;Turdidae;Harmaakurkkurastas;Gråhalsad trast;TUROBS;Turdus obscurus;A;Eyebrowed Thrush;Trastfåglar;
629;Rastaat;Thrushes, Chats;Turdidae;Ruosterastas;Rödtrast;TURNAU;Turdus naumanni;A;Naumann's Thrush;Trastfåglar;
630;Rastaat;Thrushes, Chats;Turdidae;Ruostesiipirastas;Bruntrast;TUREUN;Turdus eunomus;A;Dusky Thrush;Trastfåglar;
631;Rastaat;Thrushes, Chats;Turdidae;Ruosterastas / ruostesiipirastas;Rödtrast / bruntrast;TURNAU/TUREUN;Turdus naumanni/eunomus;S;Naumann's / Dusky Thrush;Trastfåglar;
632;Rastaat;Thrushes, Chats;Turdidae;Mustakaularastas;Svarthalsad trast;TURATR;Turdus atrogularis;A;Black-throated Thrush;Trastfåglar;
633;Rastaat;Thrushes, Chats;Turdidae;Punakaularastas;Rödhalsad trast;TURRUF;Turdus ruficollis;A;Red-throated Thrush;Trastfåglar;
634;Rastaat;Thrushes, Chats;Turdidae;Mustakaularastas / punakaularastas;Svarthalsad trast / rödhalsad trast;TURATR/TURRUF;Turdus atrogularis/ruficollis;S;Black-throated / Red-throated Thrush;Trastfåglar;
635;Rastaat;Thrushes, Chats;Turdidae;Räkättirastas;Björktrast;TURPIL;Turdus pilaris;A;Fieldfare;Trastfåglar;
636;Rastaat;Thrushes, Chats;Turdidae;Laulurastas;Taltrast;TURPHI;Turdus philomelos;A;Song Thrush;Trastfåglar;
637;Rastaat;Thrushes, Chats;Turdidae;Punakylkirastas;Rödvingetrast;TURILI;Turdus iliacus;A;Redwing;Trastfåglar;
638;Rastaat;Thrushes, Chats;Turdidae;Pieni rastas;Liten trast;PTUR;Pieni Turdus;S;Small sized Thrush;Trastfåglar;
639;Rastaat;Thrushes, Chats;Turdidae;Kulorastas;Dubbeltrast;TURVIS;Turdus viscivorus;A;Small sized Thrush;Trastfåglar;
640;Rastaat;Thrushes, Chats;Turdidae;Iso rastas;Stor trast;ITUR;Iso Turdus;S;Large sized Thrush;Trastfåglar;
641;Kertut;Warblers;Sylviidae;Sirkkalintulaji;Locustella (släktet);LOCSP;Locustella sp;S;Locustella (genus);Sångare;
642;Kertut;Warblers;Sylviidae;Viirusirkkalintu;Träsksångare;LOCLAN;Locustella lanceolata;A;Lanceolated Warbler;Sångare;
643;Kertut;Warblers;Sylviidae;Viirusirkkalintu / pensassirkkalintu;Träsksångare / gräshoppsångare;LOCLAN/LOCNAE;Locustella lanceolata/naevia;S;Lanceolated / Grasshopper Warbler;Sångare;
644;Kertut;Warblers;Sylviidae;Pensassirkkalintu;Gräshoppsångare;LOCNAE;Locustella naevia;A;Common Grasshopper Warbler;Sångare;
645;Kertut;Warblers;Sylviidae;Viitasirkkalintu;Flodsångare;LOCFLU;Locustella fluviatilis;A;River Warbler;Sångare;
646;Kertut;Warblers;Sylviidae;Ruokosirkkalintu;Vassångare;LOCLUS;Locustella luscinioides;A;Savi's Warbler;Sångare;
647;Kertut;Warblers;Sylviidae;Kerttuslaji;Acrocephalus (släktet);ACRSP;Acrocephalus sp;S;Acrocephalus (genus);Sångare;
648;Kertut;Warblers;Sylviidae;Paksunokkakerttunen;Tjocknäbbad sångare;ACRAED;Acrocephalus aedon;A;Thick-billed Warbler;Sångare;
649;Kertut;Warblers;Sylviidae;Sarakerttunen;Vattensångare;ACROLA;Acrocephalus paludicola;A;Aquatic Warbler;Sångare;
650;Kertut;Warblers;Sylviidae;Ruokokerttunen;Sävsångare;ACRSCH;Acrocephalus schoenobaenus;A;Sedge Warbler;Sångare;
651;Kertut;Warblers;Sylviidae;Rytikerttunen;Rörsångare;ACRSCI;Acrocephalus scirpaceus;A;Eurasian Reed Warbler;Sångare;
652;Kertut;Warblers;Sylviidae;Rytikerttunen / luhtakerttunen / viitakerttunen;Rörsångare / kärrsångare / busksångare;ACRSCI/ACRRIS/ACRDUM;Acrocephalus scirpaceus/palustris/dumetorum;S;Eurasian Reed / Marsh Warbler;Sångare;
653;Kertut;Warblers;Sylviidae;Rytikerttunen / luhtakerttunen;Rörsångare / kärrsångare;ACRSCI/ACRRIS;Acrocephalus scirpaceus/palustris;S;Eurasian Reed / Marsh / Blyth's Reed Warbler;Sångare;
654;Kertut;Warblers;Sylviidae;Luhtakerttunen;Kärrsångare;ACRRIS;Acrocephalus palustris;A;Marsh Warbler;Sångare;
655;Kertut;Warblers;Sylviidae;Luhtakerttunen / viitakerttunen;Kärrsångare / busksångare;ACRRIS/ACRDUM;Acrocephalus palustris/dumetorum;S;Marsh / Blyth's Warbler;Sångare;
656;Kertut;Warblers;Sylviidae;Viitakerttunen;Busksångare;ACRDUM;Acrocephalus dumetorum;A;Blyth's Reed Reed Warbler;Sångare;
657;Kertut;Warblers;Sylviidae;Kenttäkerttunen;Fältsångare;ACRAGR;Acrocephalus agricola;A;Paddyfield Warbler;Sångare;
658;Kertut;Warblers;Sylviidae;Rastaskerttunen;Trastsångare;ACRARU;Acrocephalus arundinaceus;A;Great Reed Warbler;Sångare;
659;Kertut;Warblers;Sylviidae;Kultarintalaji;Hippolais (släktet);HIPSP;Hippolais sp;S;Hippolais (genus);Sångare;
660;Kertut;Warblers;Sylviidae;Vaaleakultarinta;Eksångare;HIPPAL;Hippolais pallida;A;Eastern Olivaceous Warbler;Sångare;
661;Kertut;Warblers;Sylviidae;Vaaleakultarinta (alalaji pallida);Eksångare (rasen pallida);HIPPALPAL;Hippolais pallida pallida;R;Eastern Olivaceous Warbler (subspecies pallida);Sångare;
662;Kertut;Warblers;Sylviidae;Vaaleakultarinta (alalaji elaeica);Eksångare (rasen elaeica);HIPPALELA;Hippolais pallida elaeica;R;Eastern Olivaceous Warbler (subspecies eleica);Sångare;
663;Kertut;Warblers;Sylviidae;Vaaleakultarinta / pikkukultarinta;Eksångare / stäppsångare;HIPPAL/HIPCAL;Hippolais pallida/caligata;S;Eastern Olivaceous / Booted Warbler;Sångare;
664;Kertut;Warblers;Sylviidae;Pikkukultarinta;Stäppsångare;HIPCAL;Hippolais caligata;A;Booted Warbler;Sångare;
665;Kertut;Warblers;Sylviidae;Aavikkokultarinta;Saxaulsångare;HIPRAM;Hippolais rama;A;Syke's Warbler;Sångare;
666;Kertut;Warblers;Sylviidae;Pikkukultarinta / aavikkokultarinta;Stäppsångare / saxaulsångare;HIPCAL/HIPRAM;Hippolais caligata/rama;S;Booted / Syke's Warbler;Sångare;
667;Kertut;Warblers;Sylviidae;Kultarinta;Härmsångare;HIPICT;Hippolais icterina;A;Icterine Warbler;Sångare;
668;Kertut;Warblers;Sylviidae;Kerttulaji;Sylvia (släktet);SYLSP;Sylvia sp;S;Sylvia (genus);Sångare;
669;Kertut;Warblers;Sylviidae;Mustapääkerttu;Svarthätta;SYLATR;Sylvia atricapilla;A;Eurasian Blackcap;Sångare;
670;Kertut;Warblers;Sylviidae;Lehtokerttu;Trädgårdssångare;SYLBOR;Sylvia borin;A;Garden Warbler;Sångare;
671;Kertut;Warblers;Sylviidae;Kirjokerttu;Höksångare;SYLNIS;Sylvia nisoria;A;Barred Warbler;Sångare;
672;Kertut;Warblers;Sylviidae;Hernekerttu;ärtsångare;SYLCUR;Sylvia curruca;A;Common Whitethroat;Sångare;
673;Kertut;Warblers;Sylviidae;Pensaskerttu;Törnsångare;SYLCOM;Sylvia communis;A;Lesser Whitethroat;Sångare;
674;Kertut;Warblers;Sylviidae;Kääpiökerttu;ökensångare;SYLNAN;Sylvia nana;A;Asian Desert Warbler;Sångare;
675;Kertut;Warblers;Sylviidae;Ruskokerttu;Provencesångare;SYLUND;Sylvia undata;A;Dartford Warbler;Sångare;
