Kunta;place_fi;wgs;ykj;town_sv;place_sv;town_en;place_en;country_fi;country_sv;country_en;organization;org_abbrev
Iisalmi;Iso-Ahmo, pohjoinen;63.5407:27.2622;7048810:3513211;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Itikan pellot;63.5250:27.1908;7047052:3509666;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Itikansilta;63.5202:27.2109;7046520:3510668;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Keskimmäinen, lintutorni;63.5982:27.1236;7055197:3506308;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Keskimmäinen, Mustalahti;63.5991:27.1031;7055297:3505288;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Kihlovirta, katselulava;63.5699:27.0163;7052037:3500980;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Kihlovirta, silta;63.5714:27.0192;7052213:3501124;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Kilpivirta;63.5698:27.2502;7052058:3512604;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Koljonvirta, silta;63.5944:27.1642;7054781:3508323;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Kurenpolvi, Pieni Multamäki;63.5965:26.9873;7055008:3499540;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Nerohvirta;63.4690:27.2299;7040820:3511636;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Paloisvirta;63.5562:27.1933;7050527:3509781;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Pikku-Ahmo;63.5221:27.2673;7046743:3513475;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Poskilampi;63.5801:27.2230;7053199:3511247;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Runni, Etelälahti;63.5583:26.8182;7050763:3491136;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Runni, Saarikoski;63.5928:26.8344;7054602:3491949;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;satama;63.5550:27.1821;7050391:3509225;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Sourunsaari;63.5689:27.2911;7051965:3514635;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Tismiö;63.5961:27.1444;7054967:3507338;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Vedenpäänlahti;63.5800:27.0570;7053174:3503002;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Viitaa, Soijinmäki;63.6187:27.3936;7057541:3519695;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Iisalmi;Ylemmäinen;63.5775:27.1153;7052897:3505898;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Keskusta, Niskakoski;63.0692:28.3388;6996938:3567846;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Muuruvesi, Putaansaari;63.0134:28.2405;6990618:3563002;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Pikonniemi, uimaranta;63.0773:28.3165;6997818:3566705;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Pisankoski;63.1803:28.4088;7009391:3571117;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Rajosalmi;63.0367:28.4011;6993376:3571076;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Rupsa;63.0686:28.3865;6996924:3570260;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Juankoski;Vuotjärvi;63.1384:28.2315;7004543:3562279;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kaavi;Kuivalainen;62.9304:28.6532;6981838:3584139;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kaavi;Melttunen;62.9273:28.6447;6981478:3583716;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Keitele;Hetejärvi, Kallioniemen torni;63.1488:26.2267;7005338:3461186;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Keitele;Hetejärvi, Saunaniemen torni;63.1500:26.2419;7005460:3461954;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Keitele;Lahnasjärvi;63.3904:26.2113;7032272:3460740;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Autuaankannas;62.8100:27.0384;6967339:3502132;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Haminalahti, Kasperintie;62.8563:27.5305;6972610:3527186;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Haminalahti, veneranta;62.8775:27.5292;6974978:3527098;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Hautausmaa;62.8993:27.6717;6977475:3534327;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Heinälamminrinne;62.8293:27.5323;6969600:3527300;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Heinälamminrinne, altaat;62.8292:27.5317;6969587:3527270;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Heinälamminrinne, jätekeskus;62.8310:27.5283;6969791:3527097;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Hiltulanlahti, Koivumäen kartano;62.8118:27.6181;6967686:3531691;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Hiltulanlahti, Puutossalmentie;62.7921:27.6212;6965501:3531873;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Humalajoki, Nuottaniementie;62.6909:27.5810;6954194:3529925;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Itkonniemi, kärki;62.8964:27.7277;6977174:3537178;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Jänneniemi;62.9777:27.8771;6986337:3544651;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kaislastenlahti, veneranta;62.9010:27.4392;6977554:3522500;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kallansillat, läppäsilta;62.9370:27.6678;6981671:3534082;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kallansillat, Suosaari;62.9420:27.6690;6982227:3534138;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Karttula, Hirvikoski;62.9065:26.9893;6978100:3499627;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Karttula, Pörönlampi;62.8922:26.9814;6976502:3499224;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Karttula, Savikoski;62.8796:27.0194;6975093:3501156;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Karttula, Välisalmi;62.8945:27.0167;6976754:3501019;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Keihäsjärvi;62.8663:27.1809;6973629:3509378;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kelloniemi, kärki;62.9218:27.7220;6980007:3536857;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kotkatlahti;62.7127:27.6466;6956657:3533259;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kuhanen;62.7656:27.6871;6962578:3535266;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Kuopionlahti;62.8868:27.6823;6976078:3534877;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Linnanpelto;62.9020:27.6937;6977785:3535443;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Lintuniemi;62.8192:27.0180;6968363:3501088;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Neulalahti;62.8946:27.6217;6976919:3531789;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Neulamäki, näkötorni;62.8881:27.5943;6976185:3530403;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Nilsiä, Lastukoski;63.2010:28.2874;7011567:3564957;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Nilsiä, Lastulahti;63.2009:28.2462;7011523:3562881;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Nilsiä, Palonurmi;63.3173:28.1735;7024423:3558987;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pappilanmäki;62.9012:27.6811;6977687:3534803;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Peräniemi, kärki;62.8786:27.6981;6975178:3535694;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Petonen, täyttömäki;62.8236:27.6657;6969033:3534109;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pihlaisenkylä;62.7293:27.6255;6958505:3532160;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pilppa;62.8718:27.5795;6974361:3529667;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pirttiniemi;62.9043:27.7298;6978063:3537273;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pitkäjärvi;62.8599:27.2015;6972917:3510429;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Puijo,Golf-kenttä;62.9131:27.6581;6979006:3533618;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Puijo, Konttila;62.9171:27.6554;6979442:3533478;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Punnonmäki;62.8233:27.1110;6968822:3505829;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Puutossalmi, itäpuoli;62.7206:27.7633;6957611:3539217;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Puutossalmi, länsipuoli;62.7224:27.7557;6957805:3538825;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pöksänlampi, N-pää;62.7042:27.6407;6955706:3532963;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pöksänlampi, venevalkama;62.7001:27.6298;6955250:3532413;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Pölhön saari;62.8687:27.6673;6974063:3534135;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Keskimmäinen;62.8877:28.2372;6976606:3563104;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Leppärannantie;62.8891:28.2176;6976742:3562104;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Leppäranta, Leppäjoki;62.8868:28.2211;6976490:3562283;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Ruunajoki, Talvilahdentie;62.8807:28.2415;6975829:3563337;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Savuniemi;62.8911:28.1374;6976889:3558017;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Riistavesi, Talvilahdentie;62.8806:28.2419;6975821:3563357;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Ritisenjärvi, Ohenharju;62.7580:27.6295;6961702:3532335;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Ritisenlahti, pellot;62.7424:27.6479;6959968:3533289;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Ritisenlahti, silta;62.7441:27.6414;6960155:3532955;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Saaristokatu, Pölhön silta;62.8709:27.6677;6974302:3534155;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Satulanotko;62.9234:27.6585;6980145:3533627;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Savisaari;62.9002:27.6218;6977543:3531785;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Savisaari, tiepenger;62.9005:27.6234;6977584:3531866;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Siikaniemi;62.8770:27.6529;6974970:3533397;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Silmäsuo;62.8390:27.5445;6970693:3527915;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Sotkanniemi, Pieni Telkonniemi;62.6979:27.6727;6955028:3534611;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Sotkanniemi, Telkonniemen laituri;62.7001:27.6737;6955266:3534660;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Sotkanniemi, Telkonniementie, Haukilahti;62.6976:27.6693;6954989:3534435;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Sotkanniemi, Torkkelintie;62.6942:27.6702;6954611:3534487;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Suovu, Suovunlahden laavu;62.9370:27.4045;6981564:3520713;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Syvänniemi;62.8531:27.1555;6972152:3508091;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Tervaruukinlahti;62.8933:27.5728;6976756:3529304;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Tikkalansaari;62.9511:27.6758;6983251:3534473;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Vaajasalo, eteläkärki;62.8942:27.8407;6977005:3542923;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Vanuvuori;62.8042:27.6286;6966845:3532239;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Vuorilampi, läskiruokinta;62.8765:27.5908;6974893:3530235;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Vuorilampi-Pilppa;62.8769:27.5874;6974927:3530063;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Kuopio;Vuorilampi, tikkapaikka;62.8757:27.5929;6974802:3530344;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Akkalansalmen silta;63.3399:27.3362;7026450:3517010;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Alajärvi;63.3503:27.8475;7027843:3542601;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Hangassuo;63.3189:27.8661;7024360:3543581;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Humppi;63.3347:27.4641;7025904:3523419;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Jokijärvi;63.3520:27.8066;7028007:3540549;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Juurikanjärvi;63.2371:27.5987;7015089:3530263;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Kanervaharju;63.3061:27.4697;7022724:3523721;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Karjalaisenmäki;63.3296:27.8354;7025526:3542027;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Keskimmäinen;63.4439:27.3776;7038051:3519013;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Kunnanranta;63.3708:27.3814;7029904:3519253;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Linnansalmi, lintutorni;63.3655:27.3684;7029314:3518607;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Linnansalmi, pellot;63.3689:27.3504;7029687:3517701;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Mäkikylä;63.3286:27.5690;7025273:3528681;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Nerkoon kanava;63.3967:27.2925;7032773:3514792;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Nerkoon koulu;63.4204:27.3308;7035417:3516693;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Nerkoonniemi, Raivio;63.4249:27.2582;7035902:3513066;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Rahanen;63.3007:27.9318;7022368:3546903;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Ruokosjärvi;63.3190:27.9409;7024424:3547329;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Sonnilanlampi;63.3706:27.3594;7029881:3518152;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Sonnilansalmi;63.3021:27.4098;7022254:3520720;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Sopenjärvi;63.3371:27.7841;7026334:3539443;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Sulkava, lintutorni;63.4380:27.2664;7037369:3513466;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Varpaisjärven jätevedenpuhdistamo;63.3655:27.7561;7029480:3538003;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Väisälänmäki;63.3423:27.2423;7026694:3512306;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Ylimmäinen;63.4562:27.3635;7039415:3518305;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Lapinlahti;Ylä-Pitkä;63.2311:27.5694;7014402:3528797;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Leppävirta;Humalalahti, Kukkosenlahden pellot;62.6877:27.5892;6953845:3530347;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Leppävirta;Konnuksenkanava, Emäkoski;62.5495:27.7692;6938542:3539745;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Leppävirta;Konnuksenkanava, Koivukoski;62.5485:27.7745;6938435:3540024;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Leppävirta;Konnuksen kanava, länsipää;62.5482:27.7684;6938398:3539707;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Haatala;63.1556:27.2540;7005886:3512973;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Hussolansaari;63.1332:27.2994;7003403:3515276;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Keskimmäinen;63.1124:27.4613;7001125:3523459;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Kinnulanlahti, Alapitkäntie, Hakkio;63.1329:27.4038;7003389:3520542;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Kinnulanlahti, lintutorni;63.1219:27.3858;7002162:3519642;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Kinnulanlahti, tarkkailupiilo-Kiasma;63.1236:27.3909;7002355:3519898;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Korkeakoski;63.2404:27.0690;7015311:3503641;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Käärmelahti, pellot;63.0887:27.4185;6998473:3521313;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Lapinjärvet, Merilahti;63.1148:27.4317;7001391:3521959;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Lapinranta, lintulava;63.1333:27.4341;7003446:3522066;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Mattilanlahti;63.0803:27.2070;6997489:3510633;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Mustavirta;63.1324:27.3030;7003314:3515458;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Patajärvi S-pää;63.2432:27.1798;7015643:3509205;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Patalahti, itätorni;63.2336:27.1895;7014567:3509698;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Patalahti, länsitorni;63.2298:27.1759;7014149:3509017;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Patalahti, pohjoisosa;63.2432:27.1796;7015638:3509196;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Patalahti, vanha torni;63.2274:27.1873;7013882:3509588;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Pohjois-Haatala;63.2115:27.1452;7012099:3507476;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Pulkonkoski;63.1282:27.1831;7002818:3509410;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Ruokovirta, Ala-Ruokovesi;63.1044:27.3336;7000194:3517018;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Ruokovirta, Ylä-Ruokovesi;63.1076:27.3356;7000550:3517114;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Tuovilanlahti, satama;63.2290:27.1142;7014043:3505914;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Maaninka;Viannankoski;63.2192:27.2044;7012962:3510452;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Heintaival;62.7142:26.5780;6956738:3478579;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Kerkonkoski, Eteläniitty;62.7510:26.6555;6960807:3482567;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Kilpimäki;62.6339:26.7652;6947731:3488125;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Konnekoski silta;62.6189:26.7057;6946075:3485065;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Rastunsuo, Aholan lintujärvi;62.7131:26.7957;6956558:3489718;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
Rautalampi;Rastunsuo, Junnon allas;62.6989:26.7530;6954984:3487524;;;;;Suomi;Finland;Finland;Pohjois-Savon – Lintuyhdistys Kuikka;PSLY
