Kunta;place_fi;wgs;ykj;town_sv;place_sv;town_en;place_en;country_fi;country_sv;country_en;organization;org_abbrev
Kaustinen;Vissavesi, venevalkama;63.5441:23.7955;7053153:3340871;Kaustby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Harrbådan, E-ranta;63.8788:23.0781;7092399:3307527;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Harrbådan, lintutorni;63.8778:23.0734;7092302:3307288;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Hopeakivenlahti, jätevedenpuhdistamo;63.8718:23.0582;7091685:3306502;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Isokari;63.8307:23.0335;7087180:3305004;Karleby;Stora Enskär;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Laajalahti, Hietanokan torni;63.7967:23.0134;7083453:3303781;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Laajalahti, lintutorni;63.7887:23.028;7082521:3304445;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lillgrund;63.9595:22.8577;7102067:3297297;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Erkkiperä, pellot;64.0382:23.473;7109017:3327890;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Kalaranta;64.0561:23.5041;7110923:3329517;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Kalsonnokka;64.082:23.3986;7114096:3324536;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Lahdenkrooppi, ranta;64.0283:23.3828;7108157:3323425;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Marinkainen, Harjukari, lintutorni;63.9479:23.4044;7099151:3323975;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Marinkainen, Kipponpauha;63.9443:23.4000;7098756:3323737;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Marinkainen, pellot;63.9502:23.4144;7099376:3324481;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Ohtakari;64.0913:23.4025;7115120:3324783;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Pahkaneva, pellot;63.949:23.5075;7098992:3329030;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Sorto, pellot;63.97:23.4748;7101420:3327558;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Vatunginjärvi;64.0671:23.4327;7112345:3326105;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Lohtaja, Viirretjokisuu;64.0448:23.5769;7109478:3333004;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Pikiruukin ranta;63.8554:23.1086;7089701:3308863;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Rummelö, lintutorni;63.871:23.0921;7091486:3308159;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Sveinsflagan;63.8161:22.8917;7086000:3297932;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Tankar, lintuasema;63.9503:22.8453;7101077:3296623;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Trullevi, lintutorni;63.9172:23.0723;7096693:3307504;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Ullava, Ullavanjärvi, Hanhilahti, lintutorni;63.6019:24.0628;7058960:3354444;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Ullava, Ullavanjärvi, Vareslahti;63.6266:24.0048;7061846:3351699;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kokkola;Vattaja, lintutorni;64.0836:23.4136;7114231:3325279;Karleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Bråtö, jokivarren pellot;63.7552:22.9741;7078960:3301555;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Bråtö, pellot;63.7467:22.9912;7077957:3302340;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Holman, pellot;63.742:22.9683;7077512:3301177;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Kortjärvi, pellot;63.5303:23.6224;7052057:3332188;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Laajalahti, pellot;63.7725:23.0272;7080726:3304294;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Kruunupyy;Överby, pellot;63.7347:23.0631;7076402:3305799;Kronoby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Lestijärvi;Parannanranta;63.5045:24.7201;7046772:3386656;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Luoto;Gertruds, sillat;63.7983:22.7633;7084431:3291486;Larsmo;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Luoto;Kallan;63.7515:22.523;7080034:3279297;Larsmo;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Erkkisjärvi;63.968:25.0559;7097873:3404944;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Erkkisjärvi, lintutorni;63.9714:25.048;7098266:3404571;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Haapaperä;63.8755:25.012;7087633:3402474;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Hitura, altaat;63.8373:25.0185;7083360:3402661;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Mutalampi;63.918:25.1361;7092184:3408712;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Pirisjärvi;63.9159:24.9174;7092278:3397971;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Nivala;Pohjojärvi;63.8922:25.2022;7089216:3411872;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pedersören kunta;Dagernästräsket;63.6265:22.6015;7065852:3282204;Pedersöre;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pedersören kunta;Hjulfors;63.4985:23.2861;7049446:3315273;Pedersöre;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pedersören kunta;Remsö, pellot;63.6156:22.7809;7064035:3291008;Pedersöre;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pedersören kunta;Sandsundsfjärden, lintutorni;63.6332:22.775;7066023:3290846;Pedersöre;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Bredskär;63.6884:22.6079;7072716:3282998;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Fäboda, kahvitupa;63.6689:22.5453;7070758:3279754;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Fäboda, Mjölvackan;63.6729:22.5783;7071094:3281415;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Karhusaari;63.6853:22.7456;7071909:3289775;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Kejsargrundet;63.7289:22.5638;7077380:3281131;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Kråkholmanjärvi;63.6964:22.7076;7073274:3287980;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Lövblomsfladan;63.6697:22.749;7070165:3289827;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Nyvägafjärden;63.6809:22.7457;7071426:3289748;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Pormestarinsaari;63.7185:22.7037;7075742:3287952;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Rotholmsgrundet;63.6941:22.6056;7073362:3282926;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Svartgrundet;63.6967:22.6367;7073541:3284482;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Vanha kaatopaikka;63.6608:22.737;7069219:3289167;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Vattungen;63.6848:22.6766;7072087:3286361;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pietarsaari;Västra Ådön;63.7061:22.6152;7074662:3283492;Jakobstad;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Pyhäjärvi;Vuohtomäki, torni;63.5731:26.0657;7052738:3453759;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Aholanmäki;63.5833:24.876;7055291:3394710;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Kalaja, pellot;63.6597:25.0927;7063456:3405723;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Kangospäänjärvi;63.6693:24.8058;7064989:3391554;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Norssinjärvi;63.694:24.7553;7067822:3389150;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Saarinen, lintutorni;63.6375:25.0574;7061035:3403900;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Reisjärvi;Särkinen;63.626:25.0755;7059730:3404756;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Annalanjärvi;63.8939:24.6456;7090294:3384549;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Evijärvi, pellot;63.9314:24.524;7094700:3378742;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Jokineva, Vääräjoki;63.9312:24.2699;7095185:3366286;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Jyringinjärvi, pellot;63.9371:24.5025;7095370:3377712;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Kaskela;63.9234:24.6304;7093605:3383923;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Lähdeneva, lintutorni;63.9474:24.2593;7097010:3365841;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Sievi;Sievinmäenjärvi;63.9377:24.3241;7095795:3368971;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Uusikaarlepyy;Bådaviken, lintutorni;63.562:22.486;7059073:3275983;Nykarleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Uusikaarlepyy;Grisselören, kalasatama;63.6136:22.4879;7064808:3276483;Nykarleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Uusikaarlepyy;Munsala, Storsand;63.485:22.2786;7051256:3265064;Nykarleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Uusikaarlepyy;Sandören, Larshäll;63.6039:22.4585;7063833:3274950;Nykarleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Uusikaarlepyy;Vexala, Brännskatan, kalasatama;63.4996:22.2984;7052809:3266167;Nykarleby;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Haapajärvi;63.3991:23.8405;7036899:3342308;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Patanan tekojärvi, pato;63.3003:23.9764;7025570:3348577;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Pilvineva;63.4739:23.9961;7044853:3350468;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Pirkkutaisenjärvi;63.428:23.7762;7040270:3339260;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Räyringinjärvi, Aho, uimaranta;63.3876:23.8145;7035685:3340948;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Räyringinjärvi, Alaspää;63.4085:23.7658;7038133:3338633;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Räyringinjärvi, Finnilänlahti, venevalkama;63.3794:23.8156;7034765:3340956;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Särkkisenjärvi;63.3987:23.751;7037078:3337834;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Veteli;Vissavesi, Lumppio;63.5295:23.8435;7051415:3343174;Vetil;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Iso Mällineva;63.9848:24.4504;7100794:3375370;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Kalajoki, Haapaveden silta;64.0564:24.645;7108401:3385189;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Kantokylä;64.0693:24.8075;7109550:3393169;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Kekajärvi;64.1434:24.5612;7118252:3381473;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Niemelänkylä, Mertunojan suu;64.1176:24.4654;7115554:3376695;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Niemelänkylä, ravirata;64.1159:24.5074;7115281:3378731;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Raudaskylä, Ängeslevä;64.0325:24.7238;7105593:3388939;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ylivieska;Teikkoperä;64.15:24.6143;7118880:3384083;;;;;Suomi;Finland;Finland;Keski-Pohjanmaan Lintutieteellinen Yhdistys ry;KPLY
Ilomantsi;Ertonniemi;63.0564:30.8313;7000579:3693857;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Hattuvaara;62.9322:31.2816;6988198:3717516;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Ilajansuo, Pikku-Aunus;62.9186:31.2348;6986523:3715242;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Ilomantsinjärvi, uimaranta;62.6773:30.9113;6958624:3700466;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Kesonsuo, lintutorni;62.7935:30.8200;6971278:3695023;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;kirkonkylä;62.6716:30.9327;6958058:3701595;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Koivusuon luonnonpuisto;62.9611:31.3538;6991652:3720960;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Mekrijärvi;62.7721:30.9750;6969373:3703069;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Möhkö Möhkönvaara;62.6294:31.2879;6954516:3720082;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Patvinsuo Teretinniemen lintutorni;63.0916:30.7475;7004245:3689392;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Petkeljärven kansallispuisto;62.5789:31.1747;6948516:3714647;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Ilomantsi;Sonkajanrannanjärvi;62.6440:30.6845;6954231:3689072;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Ahveninen, silta;62.9464:30.1068;6986354:3657845;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno Jakojärvi;62.7443:30.1997;6964070:3663675;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Kaltimo;62.8028:30.1533;6970470:3660987;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Kaltimon voimalaitos;62.7701:30.1318;6966773:3660070;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, kirkonkylä;62.7990:30.1557;6970061:3661133;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Koidanlampi;62.8715:30.2585;6978393:3665963;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Kolvananuuro;62.8550:29.9844;6975875:3652109;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Paukkaja;62.8640:30.2113;6977437:3663602;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Paukkaja, Syväsalmi;62.8598:30.2302;6977017:3664587;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Uimaharju;62.9139:30.2517;6983095:3665377;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eno, Uimaharju, Laiskanvirta;62.9072:30.2269;6982285:3664158;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Eteläkatu;62.5939:29.7441;6946250:3641118;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Ev.lut. hautausmaa;62.6098:29.7699;6948082:3642366;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Hasanniemi, kesäteatteri;62.5934:29.7389;6946182:3640854;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Hasanniemi, Koivuniemi;62.5919:29.7461;6946030:3641233;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Hasanniemi, Pielisjokisuu;62.5911:29.7385;6945923:3640847;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Honkaniemi;62.6070:29.7183;6947650:3639732;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Hukanhauta;62.5815:29.7972;6944985:3643907;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Höytiäisen kanavan Suisto, Erakon ruokinta;62.6174:29.6824;6948733:3637845;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Höytiäisen kanavan suisto, koivikko;62.6160:29.6792;6948574:3637688;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Höytiäisen kanavan suisto Kolosseumi;62.6157:29.6708;6948518:3637258;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Höytiäisen kanavan suisto lintuasema;62.6144:29.6794;6948391:3637706;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Höytiäisen kanavan suiston parkkipaikka;62.6163:29.6859;6948623:3638028;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Iiksenniitty;62.5858:29.9056;6945710:3649451;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Iiksenvaara;62.5885:29.8607;6945910:3647131;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Ilosaari;62.5990:29.7710;6946872:3642476;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kanervala;62.6124:29.7523;6948330:3641454;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Karhumäki;62.5743:29.8020;6944200:3644188;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Karsikko Ahtolankadun laituri;62.6060:29.8189;6947762:3644902;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Karsikko, Iiksenjokisuu;62.6057:29.8283;6947750:3645387;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;keskusta, Itäsilta;62.5999:29.7727;6946982:3642559;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;keskusta, Kaupungintalo;62.5993:29.7658;6946894:3642211;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;keskusta, Länsisilta;62.6001:29.7693;6946991:3642384;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;keskusta, Suvantosilta;62.5971:29.7657;6946655:3642215;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;keskusta, tori;62.6006:29.7619;6947040:3642001;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Ketunpesät;62.5609:29.8891;6942894:3648727;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kiihtelysvaara, Heinävaara;62.5659:30.1692;6944129:3663097;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kiihtelysvaara, Keskijärvi;62.5679:30.2838;6944645:3668973;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kiihtelysvaara, Kirkonkylä;62.4932:30.2512;6936248:3667717;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kontiosuon kaatopaikan vedenpuhdistusaltaat;62.5893:29.8333;6945933:3645724;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Kontiosuon kaatopaikka;62.5796:29.8412;6944877:3646174;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
Joensuu;Koukkujoki, lintutorni;62.8857:30.2685;6980002:3666392;;;;;Suomi;Finland;Finland;Pohjois-Karjalan Lintutieteellinen Yhdistys ry;PKLY
